Orginal,Year,Category,Order,People,Films,Original
18,1963,脚本賞,2,"小国英雄,菊島隆三,久板栄二郎,黒澤明",天国と地獄,脚本賞	小国英雄　菊島隆三　久板栄二郎　黒澤 明「天国と地獄」東宝　黒澤プロ
18,1963,男優主演賞,3,小林桂樹,"白と黒,江分利満氏の優雅な生活",男優主演賞	小林桂樹「白と黒」東宝、「江分利満氏の優雅な生活」東宝
18,1963,女優主演賞,4,左幸子,"にっぽん昆虫記,彼女と彼",女優主演賞	左 幸子「にっぽん昆虫記」日活、「彼女と彼」岩波映画
18,1963,男優助演賞,5,長門裕之,古都,男優助演賞	長門裕之「古都」松竹
18,1963,女優助演賞,6,中村玉緒,越前竹人形,女優助演賞	中村玉緒「越前竹人形」大映
18,1963,撮影賞,7,成島東一郎,古都,撮影賞	成島東一郎「古都」松竹
18,1963,美術賞,8,西岡善信,"越前竹人形,雪之丞変化",美術賞	西岡善信「越前竹人形」大映、「雪之丞変化」大映
18,1963,音楽賞,9,黛敏郎,"非行少女,にっぽん昆虫記",音楽賞	黛 敏郎「非行少女」日活、「にっぽん昆虫記」日活
18,1963,録音賞,10,藤好昌生,女の歴史,録音賞	藤好昌生「女の歴史」東宝
18,1963,教育文化映画賞,11,,,教育文化映画賞	科学映画：「生命誕生」東京シネマ 記録映画：「ある機関助士」岩波映画製作所 教材映画：「新昆虫記オトシブミの観察」東映 産業映画：「森林」―北海道の国有林―東映
18,1963,(企画賞),12,,,(企画賞)	劇映画「土と愛」　劇映画「原野に生きる」貯蓄増強中央委員会
18,1963,ニュース映画賞,13,,,ニュース映画賞	毎日ニュース「史上空前の二重事故」を含む第467号毎日映画社
18,1963,特別賞,14,,,特別賞	小津安二郎多年にわたり日本映画に尽くされた功績
18,1963,特別賞,15,,,特別賞	川島雄三戦後の喜劇映画に残されたユニークな創作活動
18,1963,大藤信郎賞,16,,,大藤信郎賞	東映動画「わんぱく王子の大蛇退治」製作スタッフ日本の長編動画映画の領域で作画様式と色彩表現に新風をもたらした
19,1964,日本映画大賞,0,,砂の女,
19,1964,監督賞,1,勅使河原宏,砂の女,監督賞	勅使河原 宏「砂の女」勅使河原プロ
19,1964,脚本賞,2,八木保太郎,"越後つついし親不知,愛と死をみつめて",脚本賞	八木保太郎「越後つついし親不知」東映、「愛と死をみつめて」日活
19,1964,男優主演賞,3,西村晃,赤い殺意,男優主演賞	西村 晃「赤い殺意」日活
19,1964,女優主演賞,4,京マチ子,甘い汗,女優主演賞	京 マチ子「甘い汗」東京映画
19,1964,男優助演賞,5,三木のり平,香華,男優助演賞	三木のり平「香華」松竹
19,1964,女優助演賞,6,楠侑子,"赤い殺意,おんなの渦と淵と流れ",女優助演賞	楠 侑子「赤い殺意」日活、「おんなの渦と淵と流れ」日活
19,1964,撮影賞,7,姫田真左久,赤い殺意,撮影賞	姫田真左久「赤い殺意」日活
19,1964,美術賞,8,"平川透徹,山崎正夫",砂の女,美術賞	平川透徹　山崎正夫「砂の女」勅使河原プロ
19,1964,音楽賞,9,武満徹,"暗殺,砂の女",音楽賞	武満 徹「暗殺」松竹、「砂の女」勅使河原プロ
19,1964,録音賞,10,神保小四郎,赤い殺意,録音賞	神保小四郎「赤い殺意」日活
19,1964,教育文化映画賞,11,,,教育文化映画賞	科学映画：「結晶と電子」東京シネマ 児童映画：「白さぎと少年」東映 教養映画：「美しい国土―その生いたち」東京シネマ 産業映画：「日本のさけます」日本シネセル
19,1964,(企画賞),12,,,(企画賞)	「北海に生きる」　「父と母とその子たち」　「アメリカの家庭生活」貯蓄増強中央委員会
19,1964,ニュース映画賞,13,,,ニュース映画賞	朝日ニュース「大臣のイス」を含む第993号日本映画新社
19,1964,特別賞,14,,,特別賞	帰山教正日本映画草創期における先駆的な映画啓蒙運動の功労
19,1964,特別賞,15,,,特別賞	佐田啓二多年にわたり大衆に親しまれた演技者としての功績
19,1964,大藤信郎賞,16,,,大藤信郎賞	「殺人MURDER」和田 誠風刺的なアイデアと秀れた音楽処理により動画映画に新しい境地をひらいた
20,1965,日本映画大賞,0,,赤ひげ,
20,1965,監督賞,1,内田吐夢,飢餓海峡,監督賞	内田吐夢「飢餓海峡」東映
20,1965,脚本賞,2,鈴木尚之,"飢餓海峡,冷飯とおさんとちゃん",脚本賞	鈴木尚之「飢餓海峡」東映、「冷飯とおさんとちゃん」東映
20,1965,男優主演賞,3,三國連太郎,"飢餓海峡,にっぽん泥棒物語",男優主演賞	三國連太郎「飢餓海峡」東映、「にっぽん泥棒物語」東映
20,1965,女優主演賞,4,左幸子,飢餓海峡,女優主演賞	左 幸子「飢餓海峡」東映
20,1965,男優助演賞,5,伴淳三郎,飢餓海峡,男優助演賞	伴 淳三郎「飢餓海峡」東映
20,1965,女優助演賞,6,奈良岡朋子,証人の椅子,女優助演賞	奈良岡朋子「証人の椅子」大映
20,1965,撮影賞,7,宮島義勇,怪談,撮影賞	宮島義勇「怪談」にんじんプロ
20,1965,美術賞,8,戸田重昌,怪談,美術賞	戸田重昌「怪談」にんじんプロ
20,1965,音楽賞,9,黛敏郎,東京オリンピック,音楽賞	黛 敏郎「東京オリンピック」東京オリンピック映画協会
20,1965,録音賞,10,井上俊彦をはじめとする記録映画,東京オリンピック,録音賞	井上俊彦をはじめとする記録映画「東京オリンピック」録音グループ
20,1965,教育文化映画賞,11,,,教育文化映画賞	学校教育映画：「つるのおんがえし」学習研究社 記録映画：「姫路城」記録映画社 社会教育映画：「盲ろう児」三井プロダクション 一般教養映画：「和華子」桜映画社
20,1965,(企画賞),12,,,(企画賞)	「日本の祭」ミツウロコ
20,1965,ニュース映画賞,13,,,ニュース映画賞	大毎ニュース「ベトコン狩り」を含む第718号理研映画
20,1965,監督特別賞,14,,,監督特別賞	市川 崑「東京オリンピック」東京オリンピック映画協会
20,1965,撮影特別賞,15,,,撮影特別賞	東京オリンピック撮影集団
20,1965,大藤信郎賞,16,,,大藤信郎賞	久里洋二独創的な発想とユニークな造形によって個性ゆたかな作品を継続的に製作し、日本のアニメーション映画の発展にも寄与した「ふしぎなくすり」における村　治夫、岡本忠成をはじめとする電通映画社製作グループ奇抜なデザインによる造形と動きが、人形映画に新生面を開いた
21,1966,日本映画大賞,0,,白い巨塔,
21,1966,監督賞,1,山本薩夫,白い巨塔,監督賞	山本薩夫「白い巨塔」大映
21,1966,脚本賞,2,橋本忍,白い巨塔,脚本賞	橋本 忍「白い巨塔」大映
21,1966,男優主演賞,3,小沢昭一,蕫エロ事師たち﨟より人類学入門,男優主演賞	小沢昭一「蕫エロ事師たち﨟より人類学入門」今村プロ　日活
21,1966,女優主演賞,4,司葉子,紀ノ川,女優主演賞	司 葉子「紀ノ川」松竹
21,1966,男優助演賞,5,三橋達也,女の中にいる他人,男優助演賞	三橋達也「女の中にいる他人」東宝
21,1966,女優助演賞,6,坂本スミ子,蕫エロ事師たち﨟より人類学入門,女優助演賞	坂本スミ子「蕫エロ事師たち﨟より人類学入門」今村プロ　日活
21,1966,撮影賞,7,飯村雅彦,"湖の琴,一万三千人の容疑者",撮影賞	飯村雅彦「湖の琴」東映、「一万三千人の容疑者」東映
21,1966,美術賞,8,山崎正夫,"他人の顔,紀ノ川",美術賞	山崎正夫「他人の顔」勅使河原プロ　東京映画、「紀ノ川」松竹
21,1966,音楽賞,9,武満徹,"他人の顔,あこがれ",音楽賞	武満 徹「他人の顔」勅使河原プロ　東京映画、「あこがれ」東宝
21,1966,録音賞,10,藤好昌生,あこがれ,録音賞	藤好昌生「あこがれ」東宝
21,1966,教育文化映画賞,11,,,教育文化映画賞	学校教材映画：「近代百年の歩み」学習研究社 記録映画：「伝統工芸」―わざと人―記録映画社 科学映画：「ヒトの染色体」東京シネマ アニメーション映画：「月夜とめがね」学習研究社
21,1966,(企画賞),12,,,(企画賞)	東京シネマ製作「原子力発電の夜明け」第一銀行
21,1966,ニュース映画賞,13,,,ニュース映画賞	読売国際ニュース「わが人生最良の日」を含む第912号読売映画社
21,1966,大藤信郎賞,14,,,大藤信郎賞	「展覧会の絵」手塚治虫(虫プロダクション)風刺的なアイデアをもとに、バラエティーに富んだ技法を駆使して、日本のアニメーション映画の水準を高めた
22,1967,日本映画大賞,0,,上意討ち－拝領妻始末－,
22,1967,監督賞,1,今村昌平,人間蒸発,監督賞	今村昌平「人間蒸発」ATG　今村プロ　日映新社
22,1967,脚本賞,2,山内久,若者たち,脚本賞	山内 久「若者たち」劇団俳優座　新星映画社
22,1967,男優主演賞,3,田中邦衛,若者たち,男優主演賞	田中邦衛「若者たち」劇団俳優座　新星映画社
22,1967,女優主演賞,4,岩下志麻,"智恵子抄,あかね雲",女優主演賞	岩下志麻「智恵子抄」松竹、「あかね雲」表現社
22,1967,男優助演賞,5,山本圭,"若者たち,君が青春のとき,陽のあたる坂道",男優助演賞	山本 圭「若者たち」劇団俳優座　新星映画社、「君が青春のとき」日活、「陽のあたる坂道」日活
22,1967,女優助演賞,6,左幸子,"女の一生,春日和",女優助演賞	左 幸子「女の一生」松竹、「春日和」松竹
22,1967,撮影賞,7,竹村博,"惜春,智恵子抄",撮影賞	竹村 博「惜春」松竹、「智恵子抄」松竹
22,1967,美術賞,8,梅田千代夫,惜春,美術賞	梅田千代夫「惜春」松竹
22,1967,音楽賞,9,宇野誠一郎,長編漫画・少年ジャックと魔法使い,音楽賞	宇野誠一郎「長編漫画・少年ジャックと魔法使い」東映
22,1967,録音賞,10,田中俊夫,"智恵子抄,惜春",録音賞	田中俊夫「智恵子抄」松竹、「惜春」松竹
22,1967,教育文化映画賞,11,,,教育文化映画賞	科学映画：「特別天然記念物・ライチョウ」日本シネセル アニメーション映画：「マッチ売りの少女」学習研究社 学校教材映画：「新昆虫記・谷川にすむ虫」東映 記録映画：「夜明けの国」岩波映画製作所
22,1967,(企画賞),12,,,(企画賞)	電通・藤プロ「母たち」プリマハム
22,1967,ニュース映画賞,13,,,ニュース映画賞	毎日ニュース特集「流血の中の訪米」を含む第676号毎日映画社
22,1967,特別賞,14,,,特別賞	下村兼史「或る日の干潟」「ライチョウ」など数々の生物記録映画、とくに鳥類の生態をとらえた、すぐれた作品を永年にわたり製作、その結果は記録映画としてだけでなく、鳥類学の分野でも貴重な資料として高く評価されている
22,1967,大藤信郎賞,15,,,大藤信郎賞	久里洋二「二匹のサンマ」および「部屋」の２作品において鋭い風刺とユーモアあふれる構想を色彩、音響のすぐれた技法で的確に表現し独自の作風をうちたてた
23,1968,日本映画大賞,0,,神々の深き欲望,
23,1968,監督賞,1,岡本喜八,肉弾,監督賞	岡本喜八「肉弾」肉弾をつくる会　ATG
23,1968,脚本賞,2,"今村昌平,長谷部慶次",神々の深き欲望,脚本賞	今村昌平　長谷部慶次「神々の深き欲望」今村プロ
23,1968,男優主演賞,3,寺田農,"肉弾,雲",男優主演賞	寺田 農「肉弾」劇団「雲」肉弾をつくる会　ATG
23,1968,女優主演賞,4,乙羽信子,"藪の中の黒猫,強虫女と弱虫男",女優主演賞	乙羽信子「藪の中の黒猫」近代映画協会　日映新社、「強虫女と弱虫男」近代映画協会
23,1968,男優助演賞,5,嵐寛寿郎,神々の深き欲望,男優助演賞	嵐 寛寿郎「神々の深き欲望」今村プロ
23,1968,女優助演賞,6,山岡久乃,"眠れる美女,女と味噌汁,カモとねぎ",女優助演賞	山岡久乃「眠れる美女」近代映画協会、「女と味噌汁」東宝、「カモとねぎ」東宝
23,1968,撮影賞,7,黒田清己,"藪の中の黒猫,強虫女と弱虫男",撮影賞	黒田清己「藪の中の黒猫」近代映画協会　日映新社、「強虫女と弱虫男」近代映画協会
23,1968,美術賞,8,阿久根巌,"首,肉弾,斬る",美術賞	阿久根 巌「首」東宝、「肉弾」肉弾をつくる会　ATG、「斬る」東宝
23,1968,音楽賞,9,佐藤勝,"肉弾,祇園祭,首",音楽賞	佐藤 勝「肉弾」肉弾をつくる会　ATG、「祇園祭」日本映画復興協会、「首」東宝
23,1968,録音賞,10,"安田哲男,紅谷愃一",黒部の太陽,録音賞	安田哲男　紅谷愃一「黒部の太陽」三船プロ　石原プロ
23,1968,教育文化映画賞,11,,,教育文化映画賞	記録映画：「松本城」記録映画社 社会教育映画：「竜門の人びと」桜映画社 科学映画：「もんしろちょう」岩波映画製作所 一般教養映画：「シベリア人の世界」日本映画新社
23,1968,ニュース映画賞,12,,,ニュース映画賞	東映ニュース第471号「日本列島'68 ８月15日」朝日テレビニュース社
23,1968,大藤信郎賞,13,,,大藤信郎賞	学習研究社人形アニメーション映画「みにくいあひるのこ」作品において衆知の題材（アンデルセン童話）をとりあげながら永年の技術の蓄積を生かし、新しい作風でまとめあげた
24,1969,日本映画大賞,0,,心中天網島,
24,1969,監督賞,1,山田洋次,"喜劇・一発大必勝,男はつらいよ,続・男はつらいよ",監督賞	山田洋次「喜劇・一発大必勝」松竹、「男はつらいよ」松竹、「続・男はつらいよ」松竹
24,1969,脚本賞,2,田村孟,少年,脚本賞	田村 孟「少年」創造社　ATG
24,1969,男優主演賞,3,渥美清,"男はつらいよ,続・男はつらいよ,喜劇・女は度胸",男優主演賞	渥美 清「男はつらいよ」松竹、「続・男はつらいよ」松竹、「喜劇・女は度胸」松竹
24,1969,女優主演賞,4,岩下志麻,"心中天網島,わが恋わが歌",女優主演賞	岩下志麻「心中天網島」表現社　ATG、「わが恋わが歌」松竹
